,Date,Day,Treatment,Tank,Sample,P_(dbars),TA_(mmol/kgSW),TCO2_in_(mmol/kgSW),fCO2_in_(matm),pCO2_in_(matm),HCO3_in_(mmol/kgSW),CO3_in_(mmol/kgSW),CO2_in_(mmol/kgSW),B_Alk_in_(mmol/kgSW),OH_in_(mmol/kgSW),P_Alk_in_(mmol/kgSW),Si_Alk_in_(mmol/kgSW),Revelle_in,ca_in,ar_in,Mean_arag_sat,Time,mean_pHT,sd_pHT,min_pHT,max_pHT,mean_Salinity,sd_Salinity,min_Salinity,max_Salinity,mean_Temperature,sd_Temperature,min_Temperature,max_Temperature,sd_Oxygen,min_Oxygen,max_Oxygen,mean_Oxygen,mean_Oxygen_mgL,sd_Oxygen_mgL,min_Oxygen_mgL,max_Oxygen_mgL
44,04.05.2023,75,pH 1,11,179,0,2282.7,2200.139404,749.2804565,752.187561,2089.267754,77.50440974,33.36722288,37.5779558,0.861788549,0,0,16.78443783,1.855664571,1.178037278,NA,2,7.869209646,0.212387303,7.376378637,8.354482719,34.023125,0.144298917,33.73,34.29,8.828125,0.969281202,7.8,11.1,1.867849268,96.2,103.1,99.321875,9.255625,0.321919019,8.59,9.73
45,04.05.2023,75,pH 1,12,180,0,2283.7,2224.141113,907.3920898,910.8989868,2117.497639,66.62788562,40.0155526,32.22100203,0.745042921,0,0,17.64751294,1.595510118,1.013340937,NA,2,7.90567817,0.22135099,7.426877966,8.333463096,33.98125,0.218628422,33.13,34.33,8.753125,0.905889111,7.8,11.1,1.543061342,97.1,102.9,100.034375,9.356875,0.243898941,8.76,9.69
46,30.05.2023,101,pH 1,10,262,0,2307.573384,2247.782959,836.4707031,839.7976074,2141.524675,66.5082063,39.74998138,32.41027291,0.640177241,0,0,17.86458124,1.594175754,1.008739956,1.014519504,3,7.844882247,0.136402964,7.580521393,8.147405343,33.83380952,0.304852033,32.97,34.32,9.052380952,0.711771767,7.4,11,4.326947676,85.4,102.1,94.56190476,8.936190476,0.367307449,8.34,9.78
47,30.05.2023,101,pH 1,11,263,0,2305.617128,2218.251465,680.6230469,683.322998,2106.264595,79.86924002,32.11752771,38.83731521,0.791547919,0,0,16.75254468,1.914013567,1.211553012,NA,3,7.931284842,0.268175789,7.041106902,8.165316532,34.1992,0.108086385,34.01,34.38,9.672,1.598311609,8.3,13.5,2.322627822,89.4,99.2,95.428,8.75144,0.433095648,7.59,9.5
48,30.05.2023,101,pH 1,12,264,0,2304.976154,2273.739014,1058.276611,1062.480225,2169.354531,54.28959557,50.09502553,26.54599317,0.518827134,0,0,18.58348681,1.300673898,0.823265544,NA,3,7.89172072,0.233327815,7.485436373,8.195284061,34.1096,0.169225688,33.68,34.42,9.536,1.630919986,8.1,13.8,2.019760712,92.5,100.1,96.888,8.9188,0.404807773,7.83,9.46
49,27.06.2023,129,pH 1,10,346,0,2273.166667,2188.425781,744.7216797,747.5923462,2077.190946,78.57711978,32.65777132,37.9295581,0.908251124,0,0,16.6642538,1.883557989,1.196324506,1.352047836,4,7.804425057,0.167948573,7.207162,8.229453724,34.05,0.331165171,33.1,34.56,9.012727273,0.514261263,7.4,10.5,2.576486528,91,102,96.86363636,8.990181818,0.270421419,8.32,9.45
50,27.06.2023,129,pH 1,11,347,0,2273.466667,2176.658203,705.0922852,707.7786865,2061.490515,85.13393733,30.03382108,40.67438739,1.049023531,0,0,16.10596647,2.041571508,1.298598637,NA,4,7.789162279,0.158968565,7.133546398,8.205756197,34.05758065,0.285873327,33.22,34.55,9.183870968,0.629387823,7.5,11.3,2.730436881,85.7,103.6,97.25645161,9.000645161,0.252657164,8.37,9.57
51,27.06.2023,129,pH 1,12,348,0,2265.033333,2136.224854,557.1817627,559.3046875,2010.155075,102.3295482,23.74027598,48.93819112,1.293630601,0,0,14.70490459,2.454678514,1.561220365,NA,4,7.783313749,0.143280041,7.16355567,8.230022695,34.03548387,0.311478112,33.1,34.56,9.020967742,0.631713023,7.4,11,1.576459561,95.6,104.6,98.72580645,9.162741935,0.184525704,8.78,9.66
52,26.07.2023,158,pH 1,10,430,0,2282.366667,2255.796631,1094.34668,1098.670898,2152.486615,52.03492901,51.27525277,25.31662431,0.516795744,0,0,18.68777373,1.250749497,0.791257085,0.791257085,5,7.851613247,0.151996456,7.525422161,8.277229938,34.06883333,0.28003082,32.94,34.45,8.25,0.511395565,7,9.2,2.157139637,95.9,105.1,100.0283333,9.4495,0.260692851,8.94,10.07
53,26.07.2023,158,pH 1,11,431,0,2272.266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.842286187,0.145875205,7.541252556,8.249808772,34.0705,0.287952591,33.06,34.58,8.501666667,0.56732846,7.2,9.6,2.378716836,94.8,107.3,100.2033333,9.406666667,0.282492938,8.74,10.06
54,26.07.2023,158,pH 1,12,432,0,2256.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.794961973,0.158201945,7.421314101,8.255953915,34.07366667,0.281707666,33.13,34.58,8.71,0.484225749,7.1,9.6,2.012595227,96.5,105,100.2883333,9.374166667,0.256312122,8.9,10.01
55,07.03.2023,17,pH 2,13,13,0,2306.2,2292.173584,1231.887451,1236.767822,2186.338007,47.9704809,57.86529598,23.48662873,0.460153,0,0,18.68797077,1.148233028,0.727192408,0.706133123,0,7.983344205,NA,7.983344205,7.983344205,34.4,NA,34.4,34.4,7.8,NA,7.8,7.8,NA,103.7,103.7,103.7,9.87,NA,9.87,9.87
56,07.03.2023,17,pH 2,14,14,0,2293.766667,2277.916992,1233.353638,1238.207886,2172.468291,48.51715528,56.93162357,23.80685873,0.483240972,0,0,18.60894106,1.160647147,0.735725184,NA,0,7.977720378,NA,7.977720378,7.977720378,34.37,NA,34.37,34.37,8,NA,8,8,NA,103.7,103.7,103.7,9.82,NA,9.82,9.82
57,07.03.2023,17,pH 2,15,15,0,2281.133333,2279.852783,1369.973755,1375.380005,2172.933941,43.22483071,63.69404543,21.35338296,0.425234286,0,0,18.56359077,1.034507667,0.655481777,NA,0,7.975939435,NA,7.975939435,7.975939435,34.38,NA,34.38,34.38,8.1,NA,8.1,8.1,NA,103.7,103.7,103.7,9.8,NA,9.8,9.8
58,04.04.2023,45,pH 2,13,99,0,2306.8,2254.152832,908.2449341,911.8384399,2148.275029,63.416953,42.46089729,31.08873878,0.621849596,0,0,17.99419637,1.515902367,0.960570461,0.9226451,1,7.672832059,0.17362297,6.850593061,7.990993665,34.09885246,0.170196929,33.77,34.48,9.132786885,0.868086269,7.7,11.2,2.306550425,96.2,107.8,101.4442623,9.390491803,0.28515742,8.72,9.86
59,04.04.2023,45,pH 2,14,97,0,2292.466667,2243.489014,951.4536133,955.1838989,2138.279233,61.71794817,43.49173381,30.13487312,0.63690442,0,0,18.05509917,1.476877431,0.93652755,NA,1,7.685710846,0.131371461,7.29396439,8.014209568,34.09688525,0.168775403,33.4,34.34,9.006557377,0.601073721,7.7,10.8,1.950160425,96.5,105.4,101.4590164,9.411803279,0.215596136,8.87,9.87
60,04.04.2023,45,pH 2,15,98,0,2285.95,2247.045654,1037.341553,1041.397827,2142.573389,57.37228909,47.10004319,28.05558994,0.598411076,0,0,18.27941728,1.372844632,0.870837289,NA,1,7.668411245,0.14348811,7.296905933,8.025033968,34.09114754,0.157216394,33.73,34.34,9.124590164,0.644374564,7.7,11,1.897527871,96.1,104.7,101.4147541,9.383606557,0.214126386,8.87,9.82
61,04.05.2023,75,pH 2,13,181,0,2288.233333,2258.374268,1146.081543,1150.522339,2153.462214,54.02879101,50.88325244,26.15106926,0.586764397,0,0,18.4143024,1.293971123,0.821519781,1.017532019,2,7.812866976,0.208214377,7.456206364,8.250086853,34.0028125,0.129471242,33.77,34.23,8.6625,1.167227208,7.5,11.5,1.764696355,94.6,102.1,99.50625,9.3046875,0.320976176,8.54,9.72
62,04.05.2023,75,pH 2,14,182,0,2272.866667,2148.600342,540.1283569,542.2349243,2025.053017,99.17411022,24.3732038,48.36836011,1.109213681,0,0,14.96501888,2.37430435,1.506343822,NA,2,7.781678558,0.349194426,7.009182967,8.351872054,34.0190625,0.172577414,33.69,34.42,8.19375,0.874343071,6.9,10.4,1.763199072,96.6,103.7,99.9625,9.4590625,0.253177986,8.85,9.83
63,04.05.2023,75,pH 2,15,183,0,2287.9,2274.682861,1293.710571,1298.749634,2168.790449,47.70540797,58.18708954,23.2243235,0.501395355,0,0,18.56204136,1.142158866,0.724732452,NA,2,7.759532209,0.206037193,7.43779871,8.400081496,34.000625,0.244328408,33.01,34.58,8.409375,1.086087793,7.2,11.1,1.936741527,96.6,104.1,99.85,9.3928125,0.296084495,8.59,9.82
64,30.05.2023,101,pH 2,13,265,0,2336.639001,2319.973877,1188.178589,1192.923096,2213.571804,49.36947189,57.03255557,23.90223801,0.450749887,0,0,18.80968859,1.183126812,0.748378874,0.701505078,3,7.933955424,0.220514312,7.486136441,8.260305958,34.1828,0.150679572,33.8,34.53,9.196,1.406674566,7.9,13.1,2.543861894,88.1,99.6,96.104,8.8644,0.462881194,7.53,9.45
65,30.05.2023,101,pH 2,14,266,0,2417.010537,2424.004639,1464.707275,1470.571411,2310.013947,43.19341601,70.79741281,20.26591416,0.373080294,0,0,18.76059361,1.035239328,0.654631282,NA,3,8.061330263,0.212948322,7.65006142,8.262353507,34.079,0.41059442,33.18,34.81,8.59,0.440832546,8,9.2,3.596541549,85.7,97.9,95.38,9.066,0.172382005,8.85,9.32
66,30.05.2023,101,pH 2,15,267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.725553828,0.218298316,7.141411762,8.261157401,34.26805556,0.60421765,33.75,37.63,9.019444444,1.248042912,7.7,12.5,3.485274636,85.1,104.3,96.2425,8.957222222,0.419704734,7.7,9.54
67,27.06.2023,129,pH 2,13,349,0,2265.6,2215.702393,966.5258789,970.2612915,2111.150172,61.86997508,42.68223066,30.03532768,0.695295933,0,0,17.95384023,1.48369219,0.941908237,0.822120439,4,7.717600672,0.160543946,7.101387942,8.194332257,34.12258065,0.325953509,33.17,35.38,8.827419355,0.669761238,7.1,10.4,2.144285138,93.8,102.6,97.46774194,9.068870968,0.252535372,8.46,9.62
68,27.06.2023,129,pH 2,14,350,0,2278.133333,2295.994629,1712.683472,1719.268311,2183.305676,38.04631201,74.6427907,18.34651852,0.423885611,0,0,18.08467705,0.912386317,0.579618732,NA,4,7.747806124,0.152790614,7.388597078,8.212775181,34.04254545,0.304759882,33.09,34.52,8.690909091,0.613210352,6.6,10.2,1.761427337,94.7,102.4,98.28181818,9.166,0.265634112,8.02,9.75
69,27.06.2023,129,pH 2,15,351,0,2266.665743,2217.619629,1016.526489,1020.399475,2112.379038,61.92619633,43.31441145,29.71083331,0.745034405,0,0,17.89983501,1.485573963,0.944834349,NA,4,7.70072205,0.173077263,7.131407724,8.208676753,34.08258065,0.292383845,33.26,34.63,8.714516129,0.682533077,6.4,10.5,2.121133992,93.7,102.1,97.66935484,9.092258065,0.30371697,7.63,9.7
70,26.07.2023,158,pH 2,13,433,0,2270.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648494554,5,7.771968556,0.167918041,7.397433216,8.341606824,34.0635,0.29428929,33.02,34.48,8.608333333,0.539394408,7.3,10.3,1.842170023,97,104.6,100.4283333,9.4115,0.245714627,8.94,9.99
71,26.07.2023,158,pH 2,14,434,0,2271.733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.800287464,0.200372743,7.084182474,8.217125225,34.06266667,0.270823394,33.11,34.42,8.376666667,0.554906212,6.9,9.1,2.29251484,96.4,106.1,100.5783333,9.470333333,0.299377697,8.92,10.12
72,26.07.2023,158,pH 2,15,435,0,2281.533333,2280.520508,1409.753296,1415.367798,2171.188148,43.50667628,65.82567927,22.96421286,0.397950165,0,0,18.01865068,1.020371902,0.648494554,NA,5,7.701409162,0.13869853,7.348594685,7.980760774,34.05183333,0.260628261,33.12,34.43,8.311666667,0.608719597,6.5,9.1,2.476764337,96.8,107,100.9766667,9.520166667,0.327608135,8.94,10.25
73,07.03.2023,17,pH 3,16,16,0,2303.566667,2344.852783,1947.880615,1955.537354,2222.932456,32.2888581,89.6314748,15.78004655,0.316417674,0,0,17.39558138,0.772592424,0.489783214,0.637020125,0,7.974159944,NA,7.974159944,7.974159944,34.31,NA,34.31,34.31,8.2,NA,8.2,8.2,NA,105.1,105.1,105.1,9.94,NA,9.94,9.94
74,07.03.2023,17,pH 3,17,17,0,2301.466667,2291.984863,1323.402222,1328.583862,2185.108491,46.60309849,60.27321626,22.70619802,0.473413433,0,0,18.58318486,1.114840973,0.707125483,NA,0,7.942157852,NA,7.942157852,7.942157852,34.41,NA,34.41,34.41,8.5,NA,8.5,8.5,NA,104.3,104.3,104.3,9.75,NA,9.75,9.75
75,07.03.2023,17,pH 3,18,18,0,2327.3,2317.106934,1281.043457,1286.118652,2209.819257,47.10645839,60.18128878,22.84745878,0.447140414,0,0,18.71677471,1.127681644,0.714151679,NA,0,7.989078278,NA,7.989078278,7.989078278,34.37,NA,34.37,34.37,8.4,NA,8.4,8.4,NA,103.6,103.6,103.6,9.71,NA,9.71,9.71
76,04.04.2023,45,pH 3,16,100,0,2299.9,2264.44165,1104.060669,1108.338867,2158.921782,56.5446272,48.9752965,27.30033196,0.611773268,0,0,18.31383664,1.353014722,0.85923477,0.756241838,1,7.592905096,0.174745394,7.237114217,7.976884355,34.09918033,0.14841715,33.75,34.39,9.078688525,0.753461955,7.5,11,1.963880123,94.1,104.6,101.4131148,9.397213115,0.256145344,8.56,9.8
77,04.04.2023,45,pH 3,17,101,0,2313.1,2283.750244,1192.917114,1197.50354,2177.210286,54.63336063,51.90661968,26.03878519,0.608994639,0,0,18.39471904,1.307958596,0.831342325,NA,1,7.598710895,0.176868695,7.203032795,8.107477262,34.09639344,0.158324906,33.76,34.39,9.096721311,0.780591061,7.6,10.9,2.045999696,94.6,104.4,101.3295082,9.381803279,0.286330277,8.54,9.97
78,04.04.2023,45,pH 3,18,102,0,2290.5,2308.169434,1654.359741,1660.81189,2195.455408,38.0654902,74.64840652,18.55535264,0.392666383,0,0,18.15297883,0.911263322,0.57814842,NA,1,7.535955479,0.184813467,7.096562474,7.993617693,34.09163934,0.164379442,33.57,34.38,9.136065574,0.678241055,7.6,10.8,2.087638612,96.5,106.8,101.8098361,9.42,0.211707345,8.92,9.82
79,04.05.2023,75,pH 3,16,184,0,2284.166667,2244.761963,1042.74292,1046.804321,2140.224361,57.63826741,46.89934243,28.07403039,0.613877758,0,0,18.25775319,1.379970552,0.875630765,0.63920868,2,7.866861327,0.319320679,7.336530473,8.408401724,34.0775,0.19354086,33.79,34.55,8.371875,1.096102884,7,11,2.346030879,91.9,104.5,100.646875,9.4753125,0.354619145,8.46,9.98
80,04.05.2023,75,pH 3,17,185,0,2282.366667,2286.179932,1488.237427,1494.026611,2177.46789,41.9987464,66.71338829,20.48987689,0.44243774,0,0,18.41720399,1.005520417,0.638136691,NA,2,7.636427093,0.246295892,7.257330817,8.441309766,33.99193548,0.156235279,33.71,34.27,8.074193548,1.184614633,6.6,11.4,2.150928782,96.8,106.5,99.98709677,9.481290323,0.322497979,8.54,9.98
81,04.05.2023,75,pH 3,18,186,0,2294.433333,2364.906494,2450.712402,2460.258057,2228.102383,26.58502934,110.2190902,12.93895372,0.271954321,0,0,15.99414408,0.636458922,0.403858584,NA,2,7.579952784,0.220244373,7.362184909,8.349827828,34.0203125,0.1830474,33.65,34.42,8.190625,1.191734809,6.8,10.8,2.105290475,93.8,103,99.853125,9.44125,0.341143712,8.68,10
82,30.05.2023,101,pH 3,16,268,0,2353.735181,2382.815674,1688.293823,1695.07959,2264.790889,35.67228844,82.35230778,17.32647393,0.30762417,0,0,18.07899548,0.854000883,0.540007313,0.469337537,3,8.115223949,0.058797057,8.032515177,8.21448534,34.148,0.07130529,34.03,34.25,8.31,0.453259798,7.7,9,1.953031831,91.5,98.6,96.61,9.146,0.190274655,8.84,9.43
83,30.05.2023,101,pH 3,17,269,0,2370.833333,2430.727783,2086.080811,2094.51001,2298.371025,29.09871755,103.2580425,14.06570596,0.241172335,0,0,16.86342115,0.697202526,0.440519474,NA,3,7.694548066,0.24309351,7.332586482,8.294906734,34.03555556,0.399760246,32.43,34.82,8.511111111,1.01101866,7.1,11.2,2.467097774,90.5,101.6,97.01666667,9.196666667,0.434037523,8.1,10.2
84,30.05.2023,101,pH 3,18,270,0,2380.1,2446.062256,2206.73291,2215.602783,2310.015044,28.20485911,107.8422896,13.48038439,0.239140215,0,0,16.59161585,0.676444675,0.427485825,NA,3,7.600374211,0.205529529,7.221450218,8.236453341,34.2532,0.225863528,33.93,34.8,8.356,1.29134297,6.3,10.8,2.686459876,91.2,103.4,97.296,9.2052,0.491834322,8.13,10.15
85,27.06.2023,129,pH 3,16,352,0,2257.6,2125.142334,538.4435425,540.4977417,1997.978564,104.1487454,23.01517553,50.01986181,1.316389315,0,0,14.53075123,2.49813878,1.588605936,0.946186983,4,7.6511511,0.210217139,6.946197445,8.208383353,34.05454545,0.322540943,33.25,34.55,8.618181818,0.607084993,6.1,10,1.965274289,93.3,103,98.62545455,9.232363636,0.241522667,8.59,9.98
86,27.06.2023,129,pH 3,17,353,0,2260.366667,2256.968506,1488.365845,1494.014648,2149.760228,44.39062228,62.81769315,21.32154222,0.534696492,0,0,18.36249976,1.065142748,0.677768523,NA,4,7.631355113,0.17507285,7.013658278,8.194033022,34.09064516,0.296945494,33.23,34.56,8.280645161,0.780676191,5.4,9.9,2.04006732,93.7,103,98.35322581,9.277741935,0.25976925,8.69,10
87,27.06.2023,129,pH 3,18,354,0,2262.133333,2281.119141,1746.584717,1753.265259,2168.473837,37.54061163,75.10472658,18.18311056,0.431495507,0,0,17.98414304,0.899953512,0.572186491,NA,4,7.637355238,0.205324383,7.02905135,8.208383353,34.05887097,0.31190638,33.01,34.6,8.419354839,0.686840882,6,9.5,1.886068073,93.8,103,98.44354839,9.240967742,0.22800424,8.42,9.88
88,26.07.2023,158,pH 3,16,436,0,2294.366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42678413,5,7.754240849,0.17306907,7.543571247,8.123203251,33.96962963,0.32173187,33.13,34.54,8.548148148,0.259245014,8,9,1.545547783,97.8,104,100.5888889,9.428888889,0.151234238,9.19,9.77
89,26.07.2023,158,pH 3,17,437,0,2264.966667,2319.921387,1995.947021,2003.958862,2194.446842,28.12960457,97.34484988,14.04921302,0.253253473,0,0,16.90043737,0.675559792,0.42678413,NA,5,7.65160858,0.159910323,7.135149519,8.12490011,34.08233333,0.264916787,33.15,34.52,8.261666667,0.335519666,7,8.9,1.778636563,96.4,104.5,100.4133333,9.471833333,0.205405689,9.1,10.02
90,26.07.2023,158,pH 3,18,438,0,2260.366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.687612999,0.167729558,7.414868468,8.09656327,33.99342857,0.288698325,33.06,34.5,8.428571429,0.323193103,7.4,9,1.678820114,96.7,104.5,100.7457143,9.472571429,0.173871874,9.11,9.87