"","Tank","Treatment","Time","Rate_per_day","Day","P_(dbars)","TA_(mmol/kgSW)","TCO2_in_(mmol/kgSW)","fCO2_in_(matm)","pCO2_in_(matm)","HCO3_in_(mmol/kgSW)","CO3_in_(mmol/kgSW)","CO2_in_(mmol/kgSW)","B_Alk_in_(mmol/kgSW)","OH_in_(mmol/kgSW)","P_Alk_in_(mmol/kgSW)","Si_Alk_in_(mmol/kgSW)","Revelle_in","ca_in","ar_in","Mean_arag_sat","mean_pH","sd_pH","min_pH","max_pH","mean_Salinity","sd_Salinity","min_Salinity","max_Salinity","mean_Temperature","sd_Temperature","min_Temperature","max_Temperature","sd_Oxygen","min_Oxygen","max_Oxygen","mean_Oxygen_mgL","sd_Oxygen_mgL","min_Oxygen_mgL","max_Oxygen_mgL","Sample"
"1",1,"Control",1,-16.279001492149,"+ 85 days",0,2280.33333333333,2133.59545898438,436.194061279297,437.933502197266,2001.46032565917,111.314898187228,20.8203910247689,55.1255820089962,1.12766250145517,0,0,14.0819393138178,2.66192526929555,1.68513034253247,1.74350531796934,8.01816666666667,0.0948235053936589,7.77,8.23,34.1091666666667,0.380776600133254,33.05,35.35,8.57666666666667,0.807248237851359,7.5,10.8,3.80296457359553,93.6,110.6,9.62033333333333,0.324057782390246,8.77,10.38,1
"2",1,"Control",2,-92.4482544713003,"+ 134 days",0,2281,2068.27612304688,303.320098876953,304.513916015625,1902.96662150455,151.306519242546,14.0028838006199,73.7067760706757,1.72076751930136,0,0,11.768474129292,3.62003899388293,2.29463469201984,2.2939664593785,8.188125,0.117677456936185,7.95,8.38,33.7540625,0.33729339554373,32.49,34.23,10.31875,0.841825014381676,8.5,11.6,2.68033271586606,94.3,105.2,9.0525,0.212314435107081,8.61,9.44,1
"3",1,"Control",1,-3.55163230521136,"+ 85 days",0,2280.33333333333,2133.59545898438,436.194061279297,437.933502197266,2001.46032565917,111.314898187228,20.8203910247689,55.1255820089962,1.12766250145517,0,0,14.0819393138178,2.66192526929555,1.68513034253247,1.74350531796934,8.01816666666667,0.0948235053936589,7.77,8.23,34.1091666666667,0.380776600133254,33.05,35.35,8.57666666666667,0.807248237851359,7.5,10.8,3.80296457359553,93.6,110.6,9.62033333333333,0.324057782390246,8.77,10.38,2
"4",1,"Control",2,4.49743740257381,"+ 134 days",0,2281,2068.27612304688,303.320098876953,304.513916015625,1902.96662150455,151.306519242546,14.0028838006199,73.7067760706757,1.72076751930136,0,0,11.768474129292,3.62003899388293,2.29463469201984,2.2939664593785,8.188125,0.117677456936185,7.95,8.38,33.7540625,0.33729339554373,32.49,34.23,10.31875,0.841825014381676,8.5,11.6,2.68033271586606,94.3,105.2,9.0525,0.212314435107081,8.61,9.44,2
"5",1,"Control",3,-13.9744737661223,"+ 183 days",0,2265.70289672544,1953.82983398438,198.530944824219,199.283462524414,1729.69502993494,215.775435073334,8.35933768911679,101.208090036015,3.25408010515791,0,0,9.50399717478789,5.18229632554008,3.29723852242818,3.44358564677347,8.13944444444444,0.128462211107157,7.58,8.4,33.6994444444444,0.55450850538083,32.78,34.98,10.6941666666667,0.859482817911862,8.7,12.3,2.54118301409228,94.3,105.7,8.94694444444444,0.304357115849546,8.37,9.62,2
"6",1,"Control",1,-4.32863055302795,"+ 85 days",0,2280.33333333333,2133.59545898438,436.194061279297,437.933502197266,2001.46032565917,111.314898187228,20.8203910247689,55.1255820089962,1.12766250145517,0,0,14.0819393138178,2.66192526929555,1.68513034253247,1.74350531796934,8.01816666666667,0.0948235053936589,7.77,8.23,34.1091666666667,0.380776600133254,33.05,35.35,8.57666666666667,0.807248237851359,7.5,10.8,3.80296457359553,93.6,110.6,9.62033333333333,0.324057782390246,8.77,10.38,3
"7",1,"Control",2,47.5609118037182,"+ 134 days",0,2281,2068.27612304688,303.320098876953,304.513916015625,1902.96662150455,151.306519242546,14.0028838006199,73.7067760706757,1.72076751930136,0,0,11.768474129292,3.62003899388293,2.29463469201984,2.2939664593785,8.188125,0.117677456936185,7.95,8.38,33.7540625,0.33729339554373,32.49,34.23,10.31875,0.841825014381676,8.5,11.6,2.68033271586606,94.3,105.2,9.0525,0.212314435107081,8.61,9.44,3
"8",1,"Control",3,-26.1213274283408,"+ 183 days",0,2265.70289672544,1953.82983398438,198.530944824219,199.283462524414,1729.69502993494,215.775435073334,8.35933768911679,101.208090036015,3.25408010515791,0,0,9.50399717478789,5.18229632554008,3.29723852242818,3.44358564677347,8.13944444444444,0.128462211107157,7.58,8.4,33.6994444444444,0.55450850538083,32.78,34.98,10.6941666666667,0.859482817911862,8.7,12.3,2.54118301409228,94.3,105.7,8.94694444444444,0.304357115849546,8.37,9.62,3
"9",2,"Control",1,-10.4618725849874,"+ 85 days",0,2283.73333333333,2126.80151367188,405.937622070312,407.558532714844,1989.99721402386,117.345484259391,19.4589079219121,57.8652092531,1.18936046813938,0,0,13.6996795830483,2.80847788944874,1.77721456512771,NA,8.02934209456805,0.116767748900074,7.64096421542923,8.26134406456163,34.1018333333333,0.14355642210533,33.73,34.34,8.47333333333333,0.802932478463632,7.5,10.9,3.68235217138778,95.2,112.5,9.6635,0.321605216459928,8.87,10.57,4
"10",2,"Control",2,8.76014055848218,"+ 134 days",0,2273.9,2059.37158203125,297.624267578125,298.795684814453,1893.32603230883,152.297027546832,13.7486959363256,74.2445941289639,1.74248159779381,0,0,11.6983225842705,3.64607389578504,2.31068999603186,NA,8.17707957350608,0.151727425201588,7.88644077127869,8.44916110094417,33.8309375,0.42611795561414,31.66,34.2,10.178125,0.816259910773207,8.9,12,3.27373313344754,95.2,109.6,9.13125,0.251341561714654,8.68,9.57,4
"11",2,"Control",3,-9.29941216752382,"+ 183 days",0,2268.95533165407,1923.55383300781,172.433731079102,173.084808349609,1678.62984653649,237.737347544718,7.18671874623805,111.095468651803,3.75992351998802,0,0,8.99966248737925,5.70660335406768,3.63355107591094,NA,8.11584515132058,0.116613869559572,7.54490075955532,8.30079850234526,34.0302777777778,0.562059916028842,31.06,34.79,10.3472222222222,0.860393966609354,8.3,11.6,2.45602393543478,91.2,102.9,8.91333333333333,0.283548937575157,8.28,9.44,4
"12",2,"Control",1,-38.9625272368789,"+ 85 days",0,2283.73333333333,2126.80151367188,405.937622070312,407.558532714844,1989.99721402386,117.345484259391,19.4589079219121,57.8652092531,1.18936046813938,0,0,13.6996795830483,2.80847788944874,1.77721456512771,NA,8.02934209456805,0.116767748900074,7.64096421542923,8.26134406456163,34.1018333333333,0.14355642210533,33.73,34.34,8.47333333333333,0.802932478463632,7.5,10.9,3.68235217138778,95.2,112.5,9.6635,0.321605216459928,8.87,10.57,5
"13",2,"Control",2,5.16334526981226,"+ 134 days",0,2273.9,2059.37158203125,297.624267578125,298.795684814453,1893.32603230883,152.297027546832,13.7486959363256,74.2445941289639,1.74248159779381,0,0,11.6983225842705,3.64607389578504,2.31068999603186,NA,8.17707957350608,0.151727425201588,7.88644077127869,8.44916110094417,33.8309375,0.42611795561414,31.66,34.2,10.178125,0.816259910773207,8.9,12,3.27373313344754,95.2,109.6,9.13125,0.251341561714654,8.68,9.57,5
"14",2,"Control",3,6.2005823683953,"+ 183 days",0,2268.95533165407,1923.55383300781,172.433731079102,173.084808349609,1678.62984653649,237.737347544718,7.18671874623805,111.095468651803,3.75992351998802,0,0,8.99966248737925,5.70660335406768,3.63355107591094,NA,8.11584515132058,0.116613869559572,7.54490075955532,8.30079850234526,34.0302777777778,0.562059916028842,31.06,34.79,10.3472222222222,0.860393966609354,8.3,11.6,2.45602393543478,91.2,102.9,8.91333333333333,0.283548937575157,8.28,9.44,5
"15",3,"Control",1,-1.37630089862454,"+ 85 days",0,2292.5,2137.1708984375,414.065155029297,415.716369628906,2000.67314769596,116.71174721554,19.7860146004714,57.2282565700749,1.18475466751011,0,0,13.7920428781709,2.79402247066707,1.76817104624784,NA,8.0355737704918,0.110174476629328,7.66,8.23,34.0972131147541,0.144984265209953,33.74,34.41,8.43606557377049,0.759173407262848,7.5,10.6,4.01494816195295,94.5,112,9.77081967213115,0.326288701826911,8.92,10.55,8
"16",3,"Control",2,2.43129731819025,"+ 134 days",0,2276.5,2065.78881835938,304.653747558594,305.852813720703,1901.67738428523,150.036386538267,14.0750518477844,73.0477935344302,1.70936919283165,0,0,11.8190727275478,3.59237079167486,2.27657469008381,NA,8.1975,0.138284419386861,7.9,8.44,33.8975,0.218144669369191,33.08,34.22,9.9125,0.663203369772364,8.8,11.5,3.88426182425372,90.8,110.2,9.23375,0.246010096829247,8.79,9.73,8
"17",3,"Control",3,-9.95621493024207,"+ 183 days",0,2275.26666666667,1952.69677734375,186.440231323242,187.151504516602,1721.94889513792,222.772380637286,7.97557082173267,104.507096346452,3.27079578081092,0,0,9.3596979981555,5.34799399417504,3.39996734198128,NA,8.15166666666667,0.128541266303305,7.53,8.38,34.0869444444444,0.255206576767521,33.56,35.12,10.0972222222222,0.820273860579018,8.1,11.6,2.39892171544329,90.5,102.7,8.8975,0.29681523834582,8.12,9.49,8
"18",3,"Control",1,-5.810098634447,"+ 85 days",0,2292.5,2137.1708984375,414.065155029297,415.716369628906,2000.67314769596,116.71174721554,19.7860146004714,57.2282565700749,1.18475466751011,0,0,13.7920428781709,2.79402247066707,1.76817104624784,NA,8.0355737704918,0.110174476629328,7.66,8.23,34.0972131147541,0.144984265209953,33.74,34.41,8.43606557377049,0.759173407262848,7.5,10.6,4.01494816195295,94.5,112,9.77081967213115,0.326288701826911,8.92,10.55,9
"19",3,"Control",2,4.42143043758739,"+ 134 days",0,2276.5,2065.78881835938,304.653747558594,305.852813720703,1901.67738428523,150.036386538267,14.0750518477844,73.0477935344302,1.70936919283165,0,0,11.8190727275478,3.59237079167486,2.27657469008381,NA,8.1975,0.138284419386861,7.9,8.44,33.8975,0.218144669369191,33.08,34.22,9.9125,0.663203369772364,8.8,11.5,3.88426182425372,90.8,110.2,9.23375,0.246010096829247,8.79,9.73,9
"20",3,"Control",3,-6.73825567275432,"+ 183 days",0,2275.26666666667,1952.69677734375,186.440231323242,187.151504516602,1721.94889513792,222.772380637286,7.97557082173267,104.507096346452,3.27079578081092,0,0,9.3596979981555,5.34799399417504,3.39996734198128,NA,8.15166666666667,0.128541266303305,7.53,8.38,34.0869444444444,0.255206576767521,33.56,35.12,10.0972222222222,0.820273860579018,8.1,11.6,2.39892171544329,90.5,102.7,8.8975,0.29681523834582,8.12,9.49,9
"21",3,"Control",4,6.45012235600687,"+ 274 days",0,2266.73333333333,2125.9951171875,493.884033203125,495.790283203125,1995.52843100085,108.731011060841,21.735730936888,52.4535712503777,1.30061306946148,0,0,14.2439870018319,2.60714718651764,1.65546759897865,NA,8.11311475409836,0.113159783545312,7.68,8.36,33.964262295082,0.481852186935625,32.14,35.35,9.57704918032787,0.543566445684717,8.1,10.9,3.0215907944263,91.3,105.3,9.0344262295082,0.337369849424258,7.91,9.71,9
"22",3,"Control",5,3.25458833543746,"+ 358 days",0,2270.23333333333,2060.326171875,295.30712890625,296.477081298828,1897.01137043927,149.411313534182,13.9036970480395,72.7489886134268,1.65750886094965,0,0,11.8461104076382,3.58455549217626,2.26849047414646,NA,8.16157894736842,0.130846003728541,7.87,8.52,33.9975438596491,0.268216867889682,33.03,34.51,8.44736842105263,0.817903518401488,6.6,9.7,1.94033818719876,97.9,105.6,9.52157894736842,0.284402817155553,9.02,10.12,9
"23",4,"Triple Stressor",1,-10.3453086375796,"+ 85 days",0,2296.63333333333,2192.43823242188,653.125122070312,655.646057128906,2074.5333439375,89.1906288318382,28.7141570721738,42.7082429414451,1.02472503657476,0,0,15.8823246791233,2.13631496410211,1.35695074695685,1.21457386243465,7.70035623842631,0.196884003535584,6.92744805258364,8.16116844868448,34.075737704918,0.235240720797466,33.58,34.94,10.8295081967213,0.868205863125231,7.8,12.6,10.6459723264696,68.6,113.6,8.5655737704918,0.980867854827489,6.16,10.11,11
"24",4,"Triple Stressor",2,-5.15053970597118,"+ 134 days",0,2282.63333333333,2221.47778320312,949.510864257812,953.10986328125,2113.68460208638,67.8996847758146,39.8934402402007,32.3339487123555,0.835422763075688,0,0,17.492575887574,1.62697016199463,1.03590230130617,1.29521961220249,7.72660895578026,0.366256984681868,6.74398863168764,8.39549574761661,33.9921875,0.313057084096856,33.63,34.76,12.140625,0.580244317285345,11.1,13.8,10.2288486526131,69.5,113.1,8.285,0.911977645453249,5.97,9.71,11
"25",4,"Triple Stressor",3,-18.8292996000553,"+ 183 days",0,2267.53333333333,2098.46044921875,453.792175292969,455.490203857422,1953.57442349641,126.391139770428,18.4949924289541,59.3947528977037,1.79232004424085,0,0,13.0922527673268,3.03419515510406,1.93456414469092,2.37361100801417,7.79645848036156,0.18245512718474,7.58920205990156,8.26303341443434,34.3830555555556,0.417816223746035,32.78,35.29,12.1102777777778,0.522660699067001,11,13.1,4.68514030553405,83.3,103.1,7.81722222222222,0.897264449347845,3.23,8.97,11
"26",4,"Triple Stressor",1,-8.64565062144468,"+ 85 days",0,2296.63333333333,2192.43823242188,653.125122070312,655.646057128906,2074.5333439375,89.1906288318382,28.7141570721738,42.7082429414451,1.02472503657476,0,0,15.8823246791233,2.13631496410211,1.35695074695685,1.21457386243465,7.70035623842631,0.196884003535584,6.92744805258364,8.16116844868448,34.075737704918,0.235240720797466,33.58,34.94,10.8295081967213,0.868205863125231,7.8,12.6,10.6459723264696,68.6,113.6,8.5655737704918,0.980867854827489,6.16,10.11,12
"27",4,"Triple Stressor",2,-2.12244997458625,"+ 134 days",0,2282.63333333333,2221.47778320312,949.510864257812,953.10986328125,2113.68460208638,67.8996847758146,39.8934402402007,32.3339487123555,0.835422763075688,0,0,17.492575887574,1.62697016199463,1.03590230130617,1.29521961220249,7.72660895578026,0.366256984681868,6.74398863168764,8.39549574761661,33.9921875,0.313057084096856,33.63,34.76,12.140625,0.580244317285345,11.1,13.8,10.2288486526131,69.5,113.1,8.285,0.911977645453249,5.97,9.71,12
"28",4,"Triple Stressor",3,-13.8928261712018,"+ 183 days",0,2267.53333333333,2098.46044921875,453.792175292969,455.490203857422,1953.57442349641,126.391139770428,18.4949924289541,59.3947528977037,1.79232004424085,0,0,13.0922527673268,3.03419515510406,1.93456414469092,2.37361100801417,7.79645848036156,0.18245512718474,7.58920205990156,8.26303341443434,34.3830555555556,0.417816223746035,32.78,35.29,12.1102777777778,0.522660699067001,11,13.1,4.68514030553405,83.3,103.1,7.81722222222222,0.897264449347845,3.23,8.97,12
"29",4,"Triple Stressor",4,-3.70483206274087,"+ 274 days",0,2249.4,2116.80322265625,596.39404296875,598.594421386719,1988.30596849868,105.030695389449,23.4665810750984,49.4834713488847,1.56231017345294,0,0,14.3967963855526,2.52042539514724,1.61086507855408,1.72133719394594,7.74134202037272,0.145649958514841,7.43399708130911,8.22697768400287,34.0162903225806,0.473903337556759,31.81,34.71,12.4354838709677,0.369357783005499,11.8,13.5,5.87755210272558,67.2,107.9,7.71112903225806,0.56487081023723,5.9,9.47,12
"30",4,"Triple Stressor",1,-13.4641292782751,"+ 85 days",0,2296.63333333333,2192.43823242188,653.125122070312,655.646057128906,2074.5333439375,89.1906288318382,28.7141570721738,42.7082429414451,1.02472503657476,0,0,15.8823246791233,2.13631496410211,1.35695074695685,1.21457386243465,7.70035623842631,0.196884003535584,6.92744805258364,8.16116844868448,34.075737704918,0.235240720797466,33.58,34.94,10.8295081967213,0.868205863125231,7.8,12.6,10.6459723264696,68.6,113.6,8.5655737704918,0.980867854827489,6.16,10.11,13
"31",4,"Triple Stressor",2,-1.87232252713451,"+ 134 days",0,2282.63333333333,2221.47778320312,949.510864257812,953.10986328125,2113.68460208638,67.8996847758146,39.8934402402007,32.3339487123555,0.835422763075688,0,0,17.492575887574,1.62697016199463,1.03590230130617,1.29521961220249,7.72660895578026,0.366256984681868,6.74398863168764,8.39549574761661,33.9921875,0.313057084096856,33.63,34.76,12.140625,0.580244317285345,11.1,13.8,10.2288486526131,69.5,113.1,8.285,0.911977645453249,5.97,9.71,13
"32",4,"Triple Stressor",3,-23.1917757249174,"+ 183 days",0,2267.53333333333,2098.46044921875,453.792175292969,455.490203857422,1953.57442349641,126.391139770428,18.4949924289541,59.3947528977037,1.79232004424085,0,0,13.0922527673268,3.03419515510406,1.93456414469092,2.37361100801417,7.79645848036156,0.18245512718474,7.58920205990156,8.26303341443434,34.3830555555556,0.417816223746035,32.78,35.29,12.1102777777778,0.522660699067001,11,13.1,4.68514030553405,83.3,103.1,7.81722222222222,0.897264449347845,3.23,8.97,13
"33",4,"Triple Stressor",4,-10.2730859465966,"+ 274 days",0,2249.4,2116.80322265625,596.39404296875,598.594421386719,1988.30596849868,105.030695389449,23.4665810750984,49.4834713488847,1.56231017345294,0,0,14.3967963855526,2.52042539514724,1.61086507855408,1.72133719394594,7.74134202037272,0.145649958514841,7.43399708130911,8.22697768400287,34.0162903225806,0.473903337556759,31.81,34.71,12.4354838709677,0.369357783005499,11.8,13.5,5.87755210272558,67.2,107.9,7.71112903225806,0.56487081023723,5.9,9.47,13
"34",4,"Triple Stressor",5,-10.2260277046688,"+ 358 days",0,2310.1,2233.3017578125,905.90966796875,909.308227539062,2120.22691100772,76.2376948964575,36.837147501273,36.4442987047136,0.972517021474798,0,0,16.7633345969009,1.81255871757871,1.15814999023177,1.12471791625743,7.80879854993503,0.168159600833104,7.36205473582427,8.28872092737772,33.9837931034483,0.550555788037032,31.08,34.67,11.8275862068966,0.586034279414198,10.4,12.9,7.17820881492616,74.8,108.3,7.98844827586207,0.660663679399494,6.43,9.41,13
"35",5,"Triple Stressor",1,-7.35277292575717,"+ 85 days",0,2279.6,2208.1884765625,861.888061523438,865.176147460938,2098.99018424441,72.4484382295037,36.7498895500864,34.8629178260537,0.868628191462626,0,0,17.1189566561942,1.73322474750171,1.1030444219744,NA,7.7541544072566,0.147326195566121,7.39429926791509,8.11504011844378,34.1109836065574,0.230533474923078,33.33,34.54,11.0918032786885,1.02993447719862,7.4,12.4,7.79198025434825,81.4,113.4,8.74918032786885,1.16650660104143,1.62,10,14
"36",5,"Triple Stressor",2,4.00230364943518,"+ 134 days",0,2279.06666666667,2139.91748046875,549.96337890625,552.031921386719,2008.37513526912,108.879864505625,22.6626373973564,51.4817596505144,1.46231035999677,0,0,14.2662146751002,2.60868737210543,1.66292196820128,NA,7.91823495970808,0.236969981180716,7.49357985627239,8.39393708368681,33.971875,0.203064227881626,33.53,34.48,12.203125,0.257136056617704,11.7,12.8,9.0219423378997,71.9,106.8,8.096875,0.809661169673722,6.18,9.27,14
"37",5,"Triple Stressor",3,-7.39955185419727,"+ 183 days",0,2272.08102434929,2068.81396484375,367.565734863281,368.944671630859,1906.51527530359,147.221765455894,15.0769160118657,69.0173007798165,2.11357263579571,0,0,11.9811827813909,3.53429246839576,2.2525101214373,NA,7.80032465086751,0.146695306140411,7.55009456553411,8.12978863055785,34.3079722222222,0.867999357672939,33.92,39.33,12.2958333333333,0.249105542749597,11.9,13,5.34703225801509,80.4,101,7.89611111111111,0.5587346816195,6.94,9.53,14
